Barcode,Product_Name,Category,Sugar_g_per_100g,Fat_g_per_100g,Sodium_mg_per_100g,Protein_g_per_100g,Additives,Ingredient_Text,Ingredient_Sentiment,Health_Score,Health_Label
8908910751647,Amul Lassi,Beverage,65.9,1.4,41,4.7,E202,"ragi, sugar, brown rice, coriander, whey protein, flaxseed",Healthy,22,Unhealthy
8908328067388,Tropicana Orange,Beverage,66.8,1.6,120,3.7,E100,"maltodextrin, whole grain, glucose, trans fat, flaxseed, clove, sugar, artificial flavor",Unhealthy,6,Unhealthy
8900430979425,Paper Boat Aam Panna,Beverage,100.0,0.5,115,4.0,E110,"almonds, trans fat, tamarind, green gram, honey, jaggery, hing, ragi",Healthy,0,Unhealthy
8908299585325,Mother Dairy Dahi,Beverage,19.5,0.0,99,0.9,E202,"whole grain, fructose, sugar, honey, protein, flaxseed, oats",Healthy,72,Moderate
8908888836442,Britannia Marie Gold,Snack,1.5,18.4,699,21.4,E200,"brown rice, vitamin, glucose, refined oil, ragi",Healthy,96,Healthy
8904846105669,Maggi Masala Noodles,Snack,0.0,14.1,381,3.9,None,"artificial color, natural, barley, whole grain, salt",Healthy,80,Healthy
8904165300411,Yakult Probiotic,Beverage,96.5,2.6,21,2.5,None,"salt, trans fat, coriander, cardamom, vitamin",Unhealthy,0,Unhealthy
8900350171064,Bingo Tedhe Medhe,Snack,28.8,21.6,565,4.9,E110,"hing, emulsifier, cardamom, cumin, chia",Unhealthy,13,Unhealthy
8902189056892,Soy Protein Drink,Beverage,29.4,0.0,177,13.2,E200,"whey protein, invert sugar, sugar, whole grain, corn syrup, honey, peanuts",Healthy,84,Healthy
8906766960253,Lays Classic Salted,Snack,9.8,20.7,238,5.3,E150d,"honey, jaggery, trans fat, corn syrup, salt",Unhealthy,56,Moderate
8902110524883,Oreo Vanilla,Snack,0.0,34.1,355,3.7,E150d,"cardamom, stabilizer, preservative, tamarind, green gram, jaggery, artificial color, turmeric",Unhealthy,45,Unhealthy
8901750945486,Mother Dairy Dahi,Beverage,39.9,1.2,216,3.8,E102,"refined oil, stabilizer, tamarind, peanuts, clove, invert sugar, jaggery, sugar, brown rice",Unhealthy,34,Unhealthy
8903241423427,ChocoBite Energy Bar,Snack,11.6,17.8,414,4.5,E102,"invert sugar, preservative, almonds, whole grain, fiber",Unhealthy,46,Unhealthy
8906384775748,Quaker Oats,Breakfast,6.9,6.7,267,9.5,E211,"quinoa, artificial flavor, almonds, refined oil, glucose, vitamin, artificial color, barley",Healthy,90,Healthy
8901980263854,Paper Boat Jaljeera,Beverage,14.4,0.1,96,8.6,E330,"ragi, turmeric, cardamom, black pepper, honey, sugar",Healthy,97,Healthy
8903083065460,Baked Veggie Chips,Snack,9.0,18.8,277,2.4,E220,"oats, fructose, whole grain, walnuts, preservative, brown rice, ragi",Healthy,61,Moderate
8907222569472,Sunfeast Dark Fantasy,Snack,25.6,13.9,730,8.5,E200,"sugar, cardamom, invert sugar, natural, refined oil",Unhealthy,28,Unhealthy
8903446718797,Horlicks Classic Malt,Beverage,2.5,3.0,143,1.2,None,"artificial color, hing, vitamin, corn syrup, emulsifier",Unhealthy,85,Healthy
8905294911400,Too Yumm Multigrain Chips,Snack,6.7,14.6,267,7.4,None,"cardamom, vitamin, fructose, whole grain, black pepper, walnuts, ragi, hing",Healthy,85,Healthy
8903849453476,Britannia Marie Gold,Snack,26.4,13.8,370,7.2,E150d,"tamarind, turmeric, salt, peanuts, trans fat",Unhealthy,39,Unhealthy
8905007041682,ZeroSugar Soda,Beverage,62.7,1.1,82,7.4,E150d,"flaxseed, salt, hing, natural, cardamom, artificial flavor, fructose, trans fat",Unhealthy,20,Unhealthy
8909569748106,Kurkure Masala Munch,Snack,20.3,15.5,522,21.1,E120,"sugar, salt, artificial flavor, trans fat, walnuts, brown rice, protein",Healthy,82,Healthy
8906496338846,Kellogg's Corn Flakes,Breakfast,11.6,0.7,78,7.4,E296,"trans fat, artificial color, oats, vitamin, natural",Healthy,98,Healthy
8908806596370,Britannia Marie Gold,Snack,16.6,20.7,160,5.8,None,"brown rice, coriander, green gram, fiber, quinoa",Healthy,67,Moderate
8904349145739,Amul Lassi,Beverage,66.0,1.2,98,1.7,E110,"ragi, glucose, chia, invert sugar, salt, almonds",Healthy,9,Unhealthy
8900017184170,Haldiram Bhujia,Snack,8.1,5.2,672,6.0,E200,"natural, fructose, emulsifier, flaxseed, coriander, sugar",Unhealthy,57,Moderate
8907703171842,Yakult Probiotic,Beverage,19.6,1.5,10,1.3,E220,"fructose, preservative, brown rice, black pepper, garlic",Unhealthy,67,Moderate
8903291610856,Kellogg's Corn Flakes,Breakfast,16.9,3.4,328,9.1,E330,"chia, barley, millets, invert sugar, garlic, oats, coriander, green gram",Healthy,80,Healthy
8903652481688,Haldiram Bhujia,Snack,3.5,22.0,733,4.3,None,"invert sugar, millets, emulsifier, peanuts, glucose, vitamin, fructose, walnuts, sugar",Unhealthy,43,Unhealthy
8907152045728,Too Yumm Multigrain Chips,Snack,3.8,13.6,468,5.5,E500,"salt, palm oil, green gram, vitamin, walnuts",Healthy,71,Moderate
8904828701376,Lays Classic Salted,Snack,29.9,15.8,345,8.3,E110,"palm oil, barley, black pepper, clove, ginger, emulsifier, protein",Unhealthy,36,Unhealthy
8906878260023,Mother Dairy Dahi,Beverage,100.0,0.3,116,4.0,E120,"jaggery, whole grain, maltodextrin, barley, preservative",Unhealthy,0,Unhealthy
8903407090991,Saffola Oats,Breakfast,11.6,0.1,285,4.0,E500,"fructose, garlic, palm oil, artificial flavor, glucose, hing, cumin",Unhealthy,72,Moderate
8900742403086,Maggi Masala Noodles,Snack,30.3,13.6,328,7.4,E120,"preservative, emulsifier, maltodextrin, flaxseed, cumin, whey protein, hing, peanuts, natural",Healthy,48,Unhealthy
8905477708898,ChocoBite Energy Bar,Snack,11.7,11.9,399,7.7,E100,"jaggery, sugar, hing, invert sugar, quinoa, ginger, corn syrup, protein",Healthy,71,Moderate
8908866886781,Bingo Tedhe Medhe,Snack,12.8,13.7,465,6.1,E330,"trans fat, artificial color, whey protein, hing, quinoa, glucose",Unhealthy,53,Moderate
8909828596080,Haldiram Bhujia,Snack,24.1,16.8,812,7.6,None,"brown rice, turmeric, ragi, stabilizer, walnuts, emulsifier, cumin",Unhealthy,25,Unhealthy
8901198631833,Baked Veggie Chips,Snack,0.0,23.9,633,3.8,E100,"black pepper, green gram, vitamin, refined oil, artificial color, cumin, palm oil, ragi, natural",Healthy,53,Moderate
8909298027882,Paper Boat Aam Panna,Beverage,21.2,1.3,10,1.4,E220,"natural, black pepper, refined oil, invert sugar, cardamom",Unhealthy,66,Moderate
8909965837785,Tropicana Orange,Beverage,53.3,1.3,47,4.3,E120,"maltodextrin, clove, preservative, salt, honey",Unhealthy,29,Unhealthy
8901564774374,EnergyPlus Drink,Beverage,46.4,0.2,109,10.0,E120,"clove, emulsifier, salt, brown rice, preservative",Unhealthy,50,Moderate
8902060714217,Mother Dairy Dahi,Beverage,99.6,0.1,113,0.0,E500,"whole grain, salt, glucose, stabilizer, cumin",Unhealthy,0,Unhealthy
8904627696687,Lays Classic Salted,Snack,15.1,15.3,463,1.0,E211,"walnuts, brown rice, clove, corn syrup, artificial color, whey protein",Healthy,41,Unhealthy
8901691140921,OatCrunch Cookies,Snack,0.0,23.4,620,17.3,E500,"emulsifier, clove, palm oil, brown rice, jaggery, sugar, fructose, cumin",Unhealthy,79,Moderate
8905680693643,Tropicana Orange,Beverage,6.0,0.0,31,3.2,E330,"fiber, trans fat",Unhealthy,90,Healthy
8901392753490,Horlicks Classic Malt,Beverage,77.9,2.0,10,0.6,E150d,"turmeric, stabilizer, peanuts, sugar, maltodextrin",Unhealthy,0,Unhealthy
8905935778141,Amul Lassi,Beverage,92.5,0.4,115,3.1,E211,"artificial flavor, sugar, whey protein, black pepper, ragi",Unhealthy,0,Unhealthy
8907932535050,Britannia Marie Gold,Snack,3.1,19.3,550,18.8,E200,"stabilizer, artificial color, protein, glucose, oats, cardamom, preservative, refined oil, almonds",Unhealthy,86,Healthy
8905032764939,Kurkure Masala Munch,Snack,18.1,22.5,145,3.0,None,"stabilizer, ginger, walnuts, green gram, almonds, natural, honey, salt",Healthy,57,Moderate
8901530925426,EnergyPlus Drink,Beverage,54.6,1.4,10,2.1,E211,"ragi, maltodextrin, clove, almonds",Healthy,29,Unhealthy
8906499098738,Saffola Oats,Breakfast,19.1,7.5,428,5.5,E100,"refined oil, emulsifier, coriander, oats, vitamin, protein, fructose",Healthy,59,Moderate
8906252731284,HealthyNut Mix,Snack,11.3,17.3,348,2.3,E100,"cardamom, sugar, refined oil, tamarind, vitamin",Unhealthy,48,Unhealthy
8900491790037,Amul Toned Milk,Beverage,100.0,0.0,74,0.0,E211,"maltodextrin, coriander, chia, whey protein, artificial color",Healthy,0,Unhealthy
8909055704462,Soy Protein Drink,Beverage,26.2,0.4,89,4.1,E120,"jaggery, artificial flavor, ragi, sugar",Unhealthy,62,Moderate
8904443085592,Quaker Oats,Breakfast,7.6,2.2,343,2.9,E330,"ginger, palm oil, black pepper, salt, artificial color, honey, natural, glucose",Unhealthy,69,Moderate
8909895068689,Maggi Masala Noodles,Snack,5.5,29.6,80,15.8,E110,"black pepper, clove, green gram, preservative, quinoa",Healthy,94,Healthy
8908684862554,Saffola Oats,Breakfast,9.2,10.7,68,6.7,None,"protein, almonds, clove, maltodextrin, turmeric, black pepper",Healthy,93,Healthy
8906689760175,Amul Toned Milk,Beverage,79.4,1.6,10,3.1,E120,"protein, maltodextrin, walnuts, ginger, quinoa, cardamom, sugar, brown rice",Unhealthy,0,Unhealthy
8900109574928,Real Mixed Fruit,Beverage,59.3,0.8,106,5.4,None,"glucose, invert sugar, refined oil, black pepper, preservative, oats, artificial color, cumin, natural",Unhealthy,25,Unhealthy
8904755184901,Bournvita Health Drink,Beverage,100.0,1.8,16,1.3,E202,"vitamin, trans fat, salt, barley, quinoa",Unhealthy,0,Unhealthy
8901555258131,Oreo Vanilla,Snack,8.5,19.2,407,2.6,E110,"flaxseed, whole grain, black pepper, cumin, quinoa, millets, turmeric, fructose, corn syrup",Healthy,52,Moderate
8905152227228,Bournvita Health Drink,Beverage,15.3,0.5,54,1.6,E500,"sugar, salt, walnuts, trans fat",Unhealthy,72,Moderate
8903075757603,Bournvita Health Drink,Beverage,17.4,0.5,48,11.1,E296,"garlic, cardamom, vitamin, almonds, maltodextrin, fiber",Healthy,100,Healthy
8900881112981,OatCrunch Cookies,Snack,22.2,16.5,508,6.3,E102,"oats, quinoa, brown rice, corn syrup, jaggery, protein",Healthy,41,Unhealthy
8906601716408,Parle-G Biscuits,Snack,0.0,17.2,462,1.7,E202,"millets, barley, salt, refined oil, chia, quinoa, garlic, clove, black pepper",Healthy,63,Moderate
8907471323454,Real Mixed Fruit,Beverage,37.5,1.2,48,2.8,E330,"invert sugar, glucose, stabilizer, garlic, peanuts, artificial color, sugar",Unhealthy,46,Unhealthy
8904318121158,Bournvita Health Drink,Beverage,26.3,3.2,78,0.0,E202,"corn syrup, preservative, cumin, fructose, tamarind",Unhealthy,50,Moderate
8900557469374,Parle-G Biscuits,Snack,9.6,8.2,457,6.9,None,"tamarind, natural, green gram, corn syrup, refined oil, palm oil, protein, cardamom, hing",Unhealthy,69,Moderate
8904978112357,BrownBread Slice,Breakfast,13.6,3.0,416,13.2,E202,"fiber, palm oil, whey protein, honey",Healthy,90,Healthy
8908782263929,BrownBread Slice,Breakfast,16.9,12.6,202,6.5,E120,"tamarind, cumin, protein, preservative",Unhealthy,62,Moderate
8909795923625,Baked Veggie Chips,Snack,26.3,23.5,95,1.0,None,"emulsifier, cumin, garlic, green gram, turmeric, flaxseed",Unhealthy,35,Unhealthy
8908378207479,Britannia Marie Gold,Snack,7.9,15.6,493,20.3,None,"walnuts, peanuts, refined oil, fiber, honey, trans fat, artificial flavor, barley",Unhealthy,94,Healthy
8901370416642,Lays Classic Salted,Snack,13.1,13.2,336,8.1,E102,"protein, invert sugar, fiber, whey protein, whole grain, trans fat, brown rice",Healthy,69,Moderate
8904952091216,Haldiram Bhujia,Snack,0.0,13.1,589,6.1,E102,"coriander, refined oil, garlic, invert sugar, whey protein, artificial color, fructose",Unhealthy,61,Moderate
8908146526857,SodaPop Drink,Beverage,41.8,1.4,32,9.3,E211,"ginger, green gram, garlic, artificial color, oats, glucose, walnuts, quinoa",Healthy,61,Moderate
8906518540156,Sunfeast Dark Fantasy,Snack,17.3,27.9,695,1.0,E100,"cardamom, oats, trans fat, preservative, maltodextrin, barley",Unhealthy,9,Unhealthy
8907275282685,Yakult Probiotic,Beverage,39.6,0.5,76,1.3,E296,"corn syrup, artificial color, hing, clove, honey, trans fat, refined oil",Unhealthy,39,Unhealthy
8904464344760,ZeroSugar Soda,Beverage,46.8,1.4,57,2.9,E296,"maltodextrin, fructose, ragi, glucose, flaxseed, invert sugar",Unhealthy,33,Unhealthy
8901495540380,Baked Veggie Chips,Snack,0.3,16.4,424,3.8,E150d,"palm oil, tamarind, protein, millets, jaggery",Healthy,68,Moderate
8902594677607,Lays Classic Salted,Snack,0.0,5.4,378,2.3,E110,"whey protein, sugar, clove, artificial color, refined oil, fiber, almonds, corn syrup, honey",Healthy,78,Moderate
8904230382055,SodaPop Drink,Beverage,35.9,0.0,151,4.3,E200,"artificial color, jaggery, preservative, chia, ginger",Unhealthy,48,Unhealthy
8909061283869,Amul Lassi,Beverage,53.9,1.7,40,1.6,E150d,"turmeric, green gram, corn syrup, palm oil, whey protein, emulsifier, preservative, artificial flavor",Unhealthy,19,Unhealthy
8908031024294,Britannia Marie Gold,Snack,13.0,21.7,264,9.3,None,"walnuts, protein, glucose",Healthy,74,Moderate
8906087439718,Parle-G Biscuits,Snack,29.9,20.2,607,3.3,E220,"hing, whey protein, barley, oats, vitamin, tamarind, natural, artificial flavor",Healthy,18,Unhealthy
8901860970940,HealthyNut Mix,Snack,3.5,19.0,352,4.7,E211,"invert sugar, refined oil, whey protein, garlic, trans fat, preservative",Unhealthy,59,Moderate
8904622749393,Kurkure Masala Munch,Snack,16.7,14.1,260,1.7,E202,"almonds, whey protein, vitamin, green gram, cumin, maltodextrin",Healthy,55,Moderate
8906709269297,Britannia Marie Gold,Snack,0.0,16.7,256,4.4,E100,"trans fat, corn syrup, ragi, vitamin, quinoa",Healthy,81,Healthy
8905310183483,ChocoBite Energy Bar,Snack,21.1,8.4,332,5.0,E100,"barley, black pepper, emulsifier, brown rice, tamarind",Healthy,59,Moderate
8904230226111,Granola Delight,Breakfast,18.3,3.4,42,4.8,E200,"millets, maltodextrin, fiber, whey protein, turmeric",Healthy,82,Healthy
8905853152371,PowerBite Protein Bar,Snack,21.1,24.9,454,9.2,E202,"garlic, fructose, almonds, corn syrup, artificial flavor, emulsifier",Unhealthy,39,Unhealthy
8902029819859,Saffola Oats,Breakfast,17.1,5.6,479,4.5,E120,"refined oil, clove, jaggery, brown rice, corn syrup",Unhealthy,50,Moderate
8900354526839,OatCrunch Cookies,Snack,14.7,11.5,438,18.5,E211,"artificial color, stabilizer, salt, oats, emulsifier, tamarind",Unhealthy,80,Healthy
8909243126631,Baked Veggie Chips,Snack,15.1,17.0,540,5.2,E330,"protein, emulsifier, barley, artificial flavor, oats, cumin",Healthy,48,Unhealthy
8908087039707,Baked Veggie Chips,Snack,5.6,7.8,672,1.0,E220,"coriander, flaxseed, invert sugar, natural, fiber",Healthy,53,Moderate
8900972353783,Amul Toned Milk,Beverage,36.7,0.3,87,3.0,E102,"clove, fiber, sugar, trans fat, refined oil, millets, oats, glucose, artificial color",Unhealthy,43,Unhealthy
8902853193100,ChocoBite Energy Bar,Snack,11.9,27.3,337,3.9,E102,"stabilizer, invert sugar, oats, fiber, maltodextrin",Unhealthy,38,Unhealthy
8900228465389,Amul Toned Milk,Beverage,84.0,0.3,32,2.7,E202,"protein, maltodextrin, refined oil, tamarind, fructose, flaxseed",Unhealthy,0,Unhealthy
8900587533498,BrownBread Slice,Breakfast,3.3,6.2,131,6.3,E202,"garlic, brown rice, glucose, refined oil, corn syrup, sugar, coriander, vitamin",Unhealthy,89,Healthy
8907578369832,Yakult Probiotic,Beverage,15.0,0.0,34,3.2,E100,"cumin, corn syrup, whole grain, turmeric, chia, vitamin, salt",Healthy,86,Healthy
8907775330636,PowerBite Protein Bar,Snack,8.8,12.9,206,6.7,E120,"ginger, jaggery, black pepper, clove, trans fat, sugar, invert sugar",Unhealthy,73,Moderate
8904746333607,EnergyPlus Drink,Beverage,49.9,1.8,121,2.1,E102,"glucose, coriander, ragi",Unhealthy,21,Unhealthy
8907271077931,Tropicana Orange,Beverage,100.0,2.2,30,1.1,E202,"vitamin, almonds, cardamom, invert sugar, hing, flaxseed",Healthy,0,Unhealthy
8900522435970,ZeroSugar Soda,Beverage,14.9,1.8,92,1.3,E150d,"honey, refined oil, palm oil, jaggery, ginger, clove, millets, peanuts",Healthy,74,Moderate
8901315513021,Horlicks Classic Malt,Beverage,0.0,0.2,181,3.9,E100,"fiber, millets, stabilizer",Healthy,100,Healthy
8901141982552,Haldiram Bhujia,Snack,10.2,16.9,417,7.9,E120,"artificial color, protein, chia, quinoa",Healthy,67,Moderate
8901918511608,Kurkure Masala Munch,Snack,7.6,15.0,773,11.6,E211,"coriander, protein, turmeric, black pepper, emulsifier",Unhealthy,53,Moderate
8905337417369,OatCrunch Cookies,Snack,15.8,20.3,384,6.4,E330,"maltodextrin, clove, artificial flavor, hing, fiber, corn syrup, turmeric",Unhealthy,47,Unhealthy
8900322945864,Maggi Masala Noodles,Snack,13.8,26.2,366,8.1,E330,"flaxseed, quinoa, brown rice, vitamin, walnuts",Healthy,56,Moderate
8909889746593,Kellogg's Muesli,Breakfast,7.4,3.8,398,3.1,E296,"clove, stabilizer, refined oil, turmeric, preservative, invert sugar, brown rice, almonds",Unhealthy,66,Moderate
8908409305346,OatCrunch Cookies,Snack,3.8,12.1,303,6.5,E500,"walnuts, palm oil, chia, flaxseed, corn syrup, glucose",Unhealthy,75,Moderate
8904066958329,Tropicana Orange,Beverage,39.6,0.8,148,1.3,E102,"flaxseed, cumin, whey protein, quinoa, barley, glucose, chia",Healthy,40,Unhealthy
8901658199028,PowerBite Protein Bar,Snack,30.8,26.0,434,3.0,None,"whey protein, sugar, black pepper, ragi, peanuts",Healthy,23,Unhealthy
8906695417741,Parle-G Biscuits,Snack,8.8,16.1,392,6.6,E330,"preservative, glucose, peanuts, whey protein, vitamin, artificial flavor",Unhealthy,60,Moderate
8905118423308,BrownBread Slice,Breakfast,2.7,7.7,314,7.8,E120,"maltodextrin, clove, ragi, stabilizer, natural",Unhealthy,83,Healthy
8904285938875,Paper Boat Aam Panna,Beverage,77.5,2.4,102,0.8,E102,"brown rice, clove, maltodextrin, protein, vitamin, whey protein, trans fat",Healthy,0,Unhealthy
8909060097402,Paper Boat Jaljeera,Beverage,63.8,2.5,125,11.3,E200,"glucose, oats, invert sugar, turmeric, trans fat, flaxseed",Unhealthy,27,Unhealthy
8908177500863,Yakult Probiotic,Beverage,67.3,0.3,48,3.4,E100,"preservative, whole grain, cardamom, palm oil, salt, emulsifier, cumin",Unhealthy,9,Unhealthy
8906061375945,Haldiram Bhujia,Snack,13.9,28.4,255,1.0,E202,"chia, fructose, hing, barley, millets, ginger, almonds, oats",Healthy,43,Unhealthy
8904205370919,Horlicks Classic Malt,Beverage,100.0,0.0,38,2.9,E150d,"stabilizer, glucose, cardamom, clove, whey protein, flaxseed",Healthy,0,Unhealthy
8909877635014,Yakult Probiotic,Beverage,41.6,0.0,127,0.0,E220,"preservative, natural, protein, clove",Healthy,39,Unhealthy
8902162759799,Lays Classic Salted,Snack,8.7,22.6,355,21.0,E296,"palm oil, almonds, coriander, garlic, brown rice, millets",Healthy,98,Healthy
8909142733400,Kellogg's Corn Flakes,Breakfast,15.0,2.9,30,10.1,E200,"vitamin, stabilizer, trans fat, preservative, walnuts, artificial color, honey, turmeric",Unhealthy,92,Healthy
8905635310014,Britannia Marie Gold,Snack,0.2,19.9,433,2.9,E211,"natural, invert sugar, preservative, clove, honey, ragi, stabilizer, garlic, turmeric",Unhealthy,54,Moderate
8904673886274,Kellogg's Corn Flakes,Breakfast,0.0,5.5,243,9.5,E102,"natural, emulsifier, hing, millets, corn syrup, sugar, honey",Unhealthy,94,Healthy
8907580393175,Kellogg's Muesli,Breakfast,10.1,4.1,474,8.5,E330,"maltodextrin, corn syrup, invert sugar, whey protein",Unhealthy,71,Moderate
8901410311587,ZeroSugar Soda,Beverage,2.2,1.7,91,3.6,None,"maltodextrin, invert sugar, preservative, sugar, palm oil, peanuts, millets",Unhealthy,95,Healthy
8900817948817,Bingo Tedhe Medhe,Snack,12.4,13.1,413,19.7,E110,"sugar, preservative, black pepper, emulsifier, fiber, ragi, peanuts",Unhealthy,86,Healthy
8903085079720,Paper Boat Jaljeera,Beverage,42.9,1.1,24,1.8,E150d,"black pepper, flaxseed, cumin, barley, fiber, refined oil",Healthy,43,Unhealthy
8906355738483,Paper Boat Aam Panna,Beverage,3.4,1.7,72,3.8,E120,"invert sugar, whole grain, barley, maltodextrin, quinoa, emulsifier, brown rice, preservative, walnuts",Healthy,99,Healthy
8903235961503,Granola Delight,Breakfast,20.1,7.4,193,2.6,E150d,"green gram, sugar, invert sugar",Unhealthy,51,Moderate
8900084158310,Horlicks Classic Malt,Beverage,46.7,1.8,10,0.0,E120,"clove, fiber, protein, fructose, vitamin, black pepper, preservative, salt",Healthy,36,Unhealthy
8904924828780,Amul Lassi,Beverage,73.7,0.0,28,0.0,E211,"turmeric, sugar, green gram, jaggery, vitamin, refined oil, artificial color, quinoa, maltodextrin",Unhealthy,0,Unhealthy
8906632421470,Baked Veggie Chips,Snack,16.7,10.3,127,2.7,E150d,"turmeric, invert sugar, walnuts, quinoa, millets, palm oil, jaggery",Healthy,64,Moderate
8907467564412,HealthyNut Mix,Snack,17.5,21.4,480,5.0,E200,"sugar, emulsifier, barley, corn syrup, fiber",Unhealthy,35,Unhealthy
8901104720076,Maggi Masala Noodles,Snack,2.8,15.6,442,1.8,E150d,"fiber, corn syrup, trans fat, barley, jaggery, whey protein",Healthy,60,Moderate
8902693993222,HealthyNut Mix,Snack,12.4,22.4,163,9.9,E110,"barley, invert sugar, emulsifier, preservative, maltodextrin, brown rice, walnuts, whole grain",Unhealthy,66,Moderate
8902591671101,PowerBite Protein Bar,Snack,14.3,25.5,80,8.4,E211,"oats, maltodextrin, trans fat, cumin, black pepper, natural, refined oil, clove",Unhealthy,61,Moderate
8902227464912,Granola Delight,Breakfast,20.8,0.6,160,3.3,E202,"coriander, artificial flavor, hing, maltodextrin, fiber, millets, stabilizer, fructose",Unhealthy,64,Moderate
8901728151584,Bingo Tedhe Medhe,Snack,10.3,20.1,477,7.5,E220,"artificial flavor, barley, flaxseed, emulsifier, glucose, fructose, salt",Unhealthy,52,Moderate
8907530280642,Real Mixed Fruit,Beverage,0.0,2.2,90,0.0,E220,"protein, corn syrup, whey protein, fiber, garlic",Healthy,93,Healthy
8904283125717,Granola Delight,Breakfast,10.0,9.3,279,11.5,E102,"salt, natural, hing, chia, palm oil, stabilizer, protein, artificial color, invert sugar",Unhealthy,80,Healthy
8906521372221,Haldiram Bhujia,Snack,18.4,29.6,435,5.3,E200,"salt, trans fat, artificial color, walnuts, emulsifier, palm oil, fiber, whole grain, almonds",Unhealthy,29,Unhealthy
8907848456807,Amul Toned Milk,Beverage,0.0,0.0,21,13.3,E100,"palm oil, whey protein, quinoa, brown rice, oats, ginger, refined oil",Healthy,100,Healthy
8908281585976,Sunfeast Dark Fantasy,Snack,27.4,27.2,326,4.9,E211,"quinoa, stabilizer, walnuts, artificial color, flaxseed, artificial flavor, garlic",Unhealthy,21,Unhealthy
8905871820431,ChocoBite Energy Bar,Snack,15.5,10.2,269,7.0,E296,"fructose, black pepper, quinoa, coriander, fiber",Healthy,73,Moderate
8908940266331,Saffola Oats,Breakfast,14.0,8.6,244,5.2,E100,"barley, preservative, fructose, flaxseed, protein, whey protein",Healthy,73,Moderate
8905105082071,Baked Veggie Chips,Snack,11.8,6.5,463,2.7,E220,"almonds, artificial color, glucose, preservative, turmeric",Unhealthy,53,Moderate
8905322616919,Kellogg's Corn Flakes,Breakfast,0.0,9.7,232,6.4,E102,"ginger, refined oil, palm oil, brown rice, maltodextrin, green gram, jaggery",Unhealthy,82,Healthy
8901267344298,Granola Delight,Breakfast,16.7,6.2,386,6.2,E100,"barley, whole grain, trans fat, quinoa, stabilizer",Unhealthy,59,Moderate
8904459136325,Granola Delight,Breakfast,10.3,5.0,166,8.2,E110,"almonds, trans fat",Unhealthy,82,Healthy
8908361317351,Quaker Oats,Breakfast,18.9,11.3,407,11.9,E220,"flaxseed, artificial color, turmeric, whey protein, clove, natural",Healthy,72,Moderate
8908980061250,Soy Protein Drink,Beverage,63.0,1.6,84,15.0,E202,"emulsifier, vitamin, hing, black pepper, whole grain, fiber",Healthy,48,Unhealthy
8906331599093,Parle-G Biscuits,Snack,13.0,15.0,309,2.7,E150d,"maltodextrin, artificial color, glucose, almonds, black pepper, turmeric, cumin",Unhealthy,47,Unhealthy
8902751202633,Real Mixed Fruit,Beverage,23.7,3.1,37,0.0,E100,"emulsifier, chia, natural, artificial flavor, whole grain, whey protein, almonds",Healthy,64,Moderate
8907951707486,Quaker Oats,Breakfast,5.7,8.7,103,6.6,E202,"clove, protein, peanuts, flaxseed, glucose",Healthy,94,Healthy
8907442212057,Paper Boat Aam Panna,Beverage,40.6,1.7,10,1.4,E211,"green gram, turmeric, fructose, natural, cardamom, cumin",Healthy,45,Unhealthy
8903145199812,Paper Boat Aam Panna,Beverage,32.8,4.3,194,7.7,E100,"flaxseed, glucose, salt, trans fat, honey, emulsifier",Unhealthy,53,Moderate
8901351728688,Oreo Vanilla,Snack,16.1,11.8,95,2.5,None,"walnuts, preservative, artificial color, jaggery, fructose, clove, millets",Unhealthy,64,Moderate
8903044733281,Quaker Oats,Breakfast,10.9,6.8,30,3.0,E296,"artificial color, glucose, peanuts, coriander, tamarind",Unhealthy,76,Moderate
8906753710892,ZeroSugar Soda,Beverage,4.0,1.3,98,1.9,None,"maltodextrin, glucose, peanuts",Unhealthy,89,Healthy
8901862416000,Mother Dairy Dahi,Beverage,41.1,1.5,24,4.4,E150d,"emulsifier, walnuts, artificial flavor, coriander, almonds, tamarind",Unhealthy,43,Unhealthy
8907548265750,EnergyPlus Drink,Beverage,31.8,1.1,10,1.4,E110,"preservative, honey, almonds, trans fat, refined oil, brown rice",Unhealthy,49,Unhealthy
8905945325617,Parle-G Biscuits,Snack,2.7,14.6,441,10.4,E200,"almonds, salt, coriander, walnuts, ginger",Healthy,84,Healthy
8904276040286,ZeroSugar Soda,Beverage,51.4,2.5,26,0.3,E200,"green gram, refined oil, emulsifier, fiber, sugar, corn syrup",Unhealthy,22,Unhealthy
8905122838249,Amul Toned Milk,Beverage,24.2,1.6,161,8.4,E100,"flaxseed, cumin, barley, corn syrup, clove",Healthy,79,Moderate
8909613501615,Too Yumm Multigrain Chips,Snack,5.4,14.8,202,1.7,E200,"peanuts, sugar, refined oil, natural, quinoa, ragi, salt, preservative, hing",Unhealthy,64,Moderate
8908049298020,Kurkure Masala Munch,Snack,4.4,13.4,396,11.0,E110,"invert sugar, coriander, refined oil, honey, green gram",Unhealthy,76,Moderate
8901388698932,Amul Lassi,Beverage,28.6,4.6,97,0.0,E150d,"coriander, artificial color, palm oil, millets, emulsifier, trans fat, flaxseed, barley",Unhealthy,42,Unhealthy
8908259267527,BrownBread Slice,Breakfast,0.4,6.6,273,11.1,None,"cumin, walnuts, black pepper, quinoa, refined oil",Healthy,100,Healthy
